pid,title,bibliographicCitation,bibliographicCitationRepublished,fullIssueSequenceNumber,creator,dateCreated,description,language,publisher,IsPartOf,rights,source,subject,type,category,articleType,volume,issue,transcription,scholarlyNotes,commentary,relatedPeople,featured,repeated,relatedImage,relatedText,relatedTextIssue,filename,caption,order,layout,collection,thumbnail,manifest,full
unionist--image-0023,Signature of Joseph Beale,https://vermonthistory.org/client_media/files/Learn/YoursInTheCause20ed.pdf,,,Joseph Beale,1844,"Salutation and signature of Joseph Beale, from a letter to his friend Rowland Robinson in Vermont, held in the collection of the Rokeby Museum, reproduced in https://vermonthistory.org/client_media/files/Learn/YoursInTheCause20ed.pdf",English,,,Public Domain,https://vermonthistory.org/client_media/files/Learn/YoursInTheCause20ed.pdf,,image,Image,,,,,,,,,,,unionist-text-0181; unionist--text-0276; unionist--text-0342,1833-12-19 p.03.27; 1834-03-13 p.04.40; 1834-04-10 p.03.42,,Signature of Joseph Beale,434,items_item,items,"/img/derivatives/iiif/images/unionist--image-0023/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0023/manifest.json,"/img/derivatives/iiif/images/unionist--image-0023/full/1140,/0/default.jpg"
unionist--image-0024,Lydia Maria Child,https://nmaahc.si.edu/object/nmaahc_2017.30.21,,,John Adams Whipple (1822-1891),1865,Lydia Maria Child's carte-de-visite from 1865.,English,,,Fair Use,https://nmaahc.si.edu/object/nmaahc_2017.30.21,,Image,Image,,,,,,,,,,,unionist-text-0182,1833-12-19 p.03.28,,Carte-de-visite of Lydia Maria Child,435,items_item,items,"/img/derivatives/iiif/images/unionist--image-0024/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0024/manifest.json,"/img/derivatives/iiif/images/unionist--image-0024/full/1140,/0/default.jpg"
unionist--image-0025,Title Page from <em>An Appeal in Favor of that Class of Americans called African</em>,"Lydia Maria Child, <em>An Appeal in Favor of that Class of Americans called African</em> (Boston: Allen and Ticknor, 1833)",,,,1833,Title Page from original edition of Lydia Maria Child's <em>An Appeal in Favor of that Class of Americans called African</em>,,,,Public Domain,https://repository.wellesley.edu/object/wellesley30332,,image,Image,,,,,,,,,,,unionist--text-0152,,,Title Page from original edition of Lydia Maria Child's <em>An Appeal in Favor of that Class of Americans called African</em>,436,items_item,items,"/img/derivatives/iiif/images/unionist--image-0025/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0025/manifest.json,"/img/derivatives/iiif/images/unionist--image-0025/full/1140,/0/default.jpg"
unionist--image-0026,How to use this Magazine,"Parley's Magazine (vol. 2, p. 41); at https://digitalcollections.lib.washington.edu/digital/collection/childrens/id/460/rec/9",,,Samuel Griswold Goodrich (1793-1860),1834,Page from Parley's Magazine,English,,,Public Domain,"Parley's Magazine (vol. 2, p. 41); at https://digitalcollections.lib.washington.edu/digital/collection/childrens/id/460/rec/9",,image,Image,,,,,,,,,,,unionist-text-0183,1833-12-19 p.03.29,,A page from Parley's Magazine of March 1834,437,items_item,items,"/img/derivatives/iiif/images/unionist--image-0026/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0026/manifest.json,"/img/derivatives/iiif/images/unionist--image-0026/full/1140,/0/default.jpg"
unionist--image-0027,Woodstock Academy Seal,https://www.woodstockacademy.org/about/history,,,,,"The seal of Woodstock Academy, proudly sporting their long existence",English,,,https://www.woodstockacademy.org/about/history,https://www.woodstockacademy.org/about/history,,image,Image,,,,,,,,,,,unionist-text-0184,1833-12-19 p.03.30,,Seal of Woodstock Academy,438,items_item,items,"/img/derivatives/iiif/images/unionist--image-0027/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0027/manifest.json,"/img/derivatives/iiif/images/unionist--image-0027/full/1140,/0/default.jpg"
unionist--image-0028,Rankin's <em>Letters on American Slavery</em>,"John Rankin, <em>Letters on American Slavery. Addressed to Mr. Thomas Rankin, Merchant at Middlebrook, Augusta Co., Va.</em> (Boston: Garrison and Knapp, 1833)",,,,1833,The original edition of Rankin's <em>Letters</em>.,English,,,CC BY-SA 3.0,"By Rdikeman at the English-language Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=13358329",,image,Image,,,,,,,,,,,unionist--text-0186,1833-12-19 p.03.32,,Title Page of 1826 original edition of Rankin's letters,439,items_item,items,"/img/derivatives/iiif/images/unionist--image-0028/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0028/manifest.json,"/img/derivatives/iiif/images/unionist--image-0028/full/1140,/0/default.jpg"
unionist--text-0045,Response to the Black Law,<em>The Unionist</em> 1833-08-08,<em>Worcester Yeoman</em> (not researched),1833-08-08 p03.31,Worcester Yeoman,1833-08-08,Outrage at persecution of Crandall,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,Worcester Yeoman,Canterbury Female Academy; Black Law,Text,Unionist content,,1,2,"“The Blue Laws of Connecticut have become Black. We learn from the Norwich Courier, that Miss Prudence Crandall was arrested on Thursday for the heinous offence, in the eye of the Connecticut law-givers, of instructing a few colored girls not belonging to the State. Not obtaining bonds, she was committed to jail.”— <em>Worcester Yeoman.</em>",,"The Blue Laws were restrictions to activity on the Sabbath. Lists of the Connecticut Blue Laws were often exaggerated or outright invented. However, as a youngster growing up in Connecticut in the 1970s, an echo of them still existed in the ban on liquor sales on Sundays!",Prudence Crandall,Yes,,unionist--image-0289,,,,,44,items_item,items,,,
unionist--image-0029,Stray Steer,https://idahonews.com/news/local/stray-steer-shows-up-in-eagle-neighborhood,,,"Eagle, Idaho Police Department",2022,A stray steer is not just an olde tyme problem,English,,,https://idahonews.com/news/local/stray-steer-shows-up-in-eagle-neighborhood,https://idahonews.com/news/local/stray-steer-shows-up-in-eagle-neighborhood,,image,Image,,,,,,,,,,,unionist--text-0189,1833-12-19 p.03.35,,"A loose bovine wandering the neighborhood in Eagle, Idaho",440,items_item,items,"/img/derivatives/iiif/images/unionist--image-0029/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0029/manifest.json,"/img/derivatives/iiif/images/unionist--image-0029/full/1140,/0/default.jpg"
unionist--image-0030,Red Roan Mare and Colt,https://netposse.com/tag.asp?id=2603,,,,2019,Missing horses are not a phenomenon of the past,English,,,https://netposse.com/tag.asp?id=2603,https://netposse.com/tag.asp?id=2603,,Image,Image,,,,,,,,,,,unionist--text-0194,1833-12-19 p.03.40,,A Red Roan Mare and Colt. This pair was fortunately recoverd.,441,items_item,items,"/img/derivatives/iiif/images/unionist--image-0030/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0030/manifest.json,"/img/derivatives/iiif/images/unionist--image-0030/full/1140,/0/default.jpg"
unionist--image-0031,The Life and Travels of the Apostle Paul,"<em>The Life and Travels of the Apostle Paul, Prepared with Questions for the Use of Sunday Schools, with a Map</em>, no author given. Boston: Lilly, Wait, Colman and Holden, 1833. online at https://play.google.com/store/books/details?id=AzwAAAAAYAAJ&rdid=book-AzwAAAAAYAAJ&rdot=1",,,,1833,Title page and excerpt of the map from <em>The Life and Travels of the Apostle Paul</em>,English,,,Public Domain,"<em>The Life and Travels of the Apostle Paul, Prepared with Questions for the Use of Sunday Schools, with a Map</em>, no author given. Boston: Lilly, Wait, Colman and Holden, 1833. online at https://play.google.com/store/books/details?id=AzwAAAAAYAAJ&rdid=book-AzwAAAAAYAAJ&rdot=1",,image,Image,,,,,,,,,,,unionist--text-0203,1833-12-19 p.03.49,,The title page to <em>The Life and Travels of the Apostle Paul</em>,442,items_item,items,"/img/derivatives/iiif/images/unionist--image-0031/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0031/manifest.json,"/img/derivatives/iiif/images/unionist--image-0031/full/1140,/0/default.jpg"
unionist--image-0032,Sixth Report of the American Temperance Society,"<em>Sixth Report of the American Temperance Society, May, 1833</em>, (Boston: Seth Bliss, 1833)",,,American Temperance Society,1833,"Title page to the <em>Sixth Report of the American Temperance Society, May, 1833</em>",English,,,Public Domain,"<em>Sixth Report of the American Temperance Society, May, 1833</em>, (Boston: Seth Bliss, 1833), online here https://dl.mospace.umsystem.edu/umsl/islandora/object/umsl%3A202880#page/1/mode/2up",,image,Image,,,,,,,,,,,unionist--text-0208,1833-12-19 p.04.54,,"Title page to the <em>Sixth Report of the American Temperance Society, May, 1833</em>",443,items_item,items,"/img/derivatives/iiif/images/unionist--image-0032/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0032/manifest.json,"/img/derivatives/iiif/images/unionist--image-0032/full/1140,/0/default.jpg"
unionist--image-0033,Daughter's Own Book,"<em>Daughter's Own Book</em>, https://ia902705.us.archive.org/19/items/daughtersownboo01compgoog/daughtersownboo01compgoog.pdf",,,,1833,Title page to <em>Daughter's Own Book</em>,English,,,Public Domain,"<em>Daughter's Own Book</em>, https://ia902705.us.archive.org/19/items/daughtersownboo01compgoog/daughtersownboo01compgoog.pdf",,image,Image,,,,,,,,,,,unionist--text-0221,1833-12-19 p.04.67,,Title page to <em>Daughter's Own Book</em>,444,items_item,items,"/img/derivatives/iiif/images/unionist--image-0033/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0033/manifest.json,"/img/derivatives/iiif/images/unionist--image-0033/full/1140,/0/default.jpg"
unionist--image-0034,Seba Smith,https://www.mainememory.net/artifact/1510,,,"Kimball, New York",ca. 1860,"Photographic portrait of Seba Smith, creator of the character Major Jack Downing.",English,,,Public Domain,https://www.mainememory.net/artifact/1510,,image,Image,,,,,,,,,,,unionist--text-0223,1833-12-19 p.04.69,,"Seba Smith, New York, ca. 1860",445,items_item,items,"/img/derivatives/iiif/images/unionist--image-0034/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0034/manifest.json,"/img/derivatives/iiif/images/unionist--image-0034/full/1140,/0/default.jpg"
unionist--image-0035,Major Jack Downing,,,,Joseph T. Harris,1833,"Portrait of the fictional Major Jack Downing, with a picture of Andrew Jackson on the wall, from the book advertised in <em>The Unionist</em>",English,,,Public Domain,https://lccn.loc.gov/2003689250,,image,Image,,,,,,,,,,,unionist--text-0293,1834-03-13 p.04.57,,"A portrait of a popular fictional political commentator of the 1830s, created by Seba Smith who wrote humorous essays and letters under his name. Smith's book ""The Life and Writings of Major Jack Downing of Downingville"" was first published in 1833 in Boston. The print shows Downing seated writing at a table, with a copy of the ""Daily Courier"" by his arm. A portrait of Andrew Jackson hangs on the wall behind him.",446,items_item,items,"/img/derivatives/iiif/images/unionist--image-0035/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0035/manifest.json,"/img/derivatives/iiif/images/unionist--image-0035/full/1140,/0/default.jpg"
unionist--image-0036,Myron Holley,https://en.wikipedia.org/wiki/Myron_Holley,,,,,"Portrait of Myron Holley (1789-1841), reformer and politician who helped the construction of the Erie Canal.",English,,,"PD-US, https://en.wikipedia.org/w/index.php?curid=18390406",https://en.wikipedia.org/wiki/Myron_Holley,,image,Image,,,,,,,,,,,unionist--text-0234,,,"Portrait of Myron Holley (1789-1841), reformer and politician who aided in the construction of the Erie Canal.",447,items_item,items,"/img/derivatives/iiif/images/unionist--image-0036/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0036/manifest.json,"/img/derivatives/iiif/images/unionist--image-0036/full/1140,/0/default.jpg"
unionist--image-0037,Jonathan Dymond,"Charles William Dymond, Memoir, Letters and Poems of Jonathan Dymond, with Bibliographical Supplements (Bristol: John Wright and Sons, 1911)",,,,1911,"Portrait of Jonathan Dymond (1796-1828), English Quaker linen-draper and philosopher. Important in the development of the Quaker Peace Testimony ",English,,,Public Domain,"Charles William Dymond, Memoir, Letters and Poems of Jonathan Dymond, with Bibliographical Supplements (Bristol: John Wright and Sons, 1911)",,image,Image,,,,,,,,,,,unionist--text-0239,1834-03-13 p.01.03,,"Portrait of Jonathan Dymond (1796-1828), English Quaker linen-draper and philosopher. Important in the development of the Quaker Peace Testimony ",448,items_item,items,"/img/derivatives/iiif/images/unionist--image-0037/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0037/manifest.json,"/img/derivatives/iiif/images/unionist--image-0037/full/1140,/0/default.jpg"
unionist--image-0038,Henry Clay and Andrew Jackson political caricature cartoon,https://www.loc.gov/resource/cph.3a05352/,,,David Claypoole Johnston (1799-1865),1834,"Political caricature showing Henry Clay sewing the mouth of President Andrew Jackson shut, during their battle over censure and the Bank of the United States, 1833-34",English,,,Public Domain,https://www.loc.gov/resource/cph.3a05352/,,image,Image,,,,,,,,,,,unionist-text-0240,1834-03-13 p.01.04,,Symptoms of a lock jaw: Plain Sewing Done Here.,449,items_item,items,"/img/derivatives/iiif/images/unionist--image-0038/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0038/manifest.json,"/img/derivatives/iiif/images/unionist--image-0038/full/1140,/0/default.jpg"
unionist--text-0046,Response to the Black Law,<em>The Unionist</em> 1833-08-08,<em>New London Gazette</em> (not researched),1833-08-08 p03.32,New London Gazette,1833-08-08,Outrage at persecution of Crandall,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,New London Gazette,Canterbury Female Academy; Black Law,Text,Unionist content,,1,2,"Is the persecution of this benevolent and talented lady either republican or christian? Is it judicious to attempt to break her down by violence and insult? We know of no distinction in our State Constitution between colors, and we hope Miss Crandall will bring her persecutors to a trial of vested rights.” – <em>New London Gazette</em>",,This article from a New London newspaper is intriguing because that city had a substantial Black population due to its proximity to the sea.,Prudence Crandall,Yes,,unionist--image-0286,,,,,45,items_item,items,,,
unionist--image-0039,Washington's Valedictory Address,,https://archive.org/details/washingtonsvaled00wash/page/n5/mode/2up,,George Washington,1837,"Annual republication of Washington's Farewell speech, as ordered by the Pennsylvania legislature",English,,,Public Domain,https://archive.org/details/washingtonsvaled00wash/page/n5/mode/2up,,image,Image,,,,,,,,,,,unionist-text-0241,1834-03-13 p.01.05,,"The title page to <em>Washington's Valedictory Address</em>, published annually in Harrisburg, Pennsylvania",450,items_item,items,"/img/derivatives/iiif/images/unionist--image-0039/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0039/manifest.json,"/img/derivatives/iiif/images/unionist--image-0039/full/1140,/0/default.jpg"
unionist--image-0040,Lord Grenville,"https://en.wikipedia.org/wiki/William_Grenville,_1st_Baron_Grenville#/media/File:1st_Baron_Grenville-cropped.jpg",,,John Hoppner (1758-1810),1800,"Portrait of Lord Grenville (1759-1834), Prime Minister of England and instrumental in legal end of slavery in British Empire",English,,,Public Domain,"https://en.wikipedia.org/wiki/William_Grenville,_1st_Baron_Grenville#/media/File:1st_Baron_Grenville-cropped.jpg",,image,Image,,,,,,,,,,,unionist-text-0244,1834-03-13 p.02.08,,"Portrait of Lord Grenville (1759-1834), Prime Minister of England and instrumental in legal end of slavery in British Empire",451,items_item,items,"/img/derivatives/iiif/images/unionist--image-0040/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0040/manifest.json,"/img/derivatives/iiif/images/unionist--image-0040/full/1140,/0/default.jpg"
unionist--image-0041,Old Bank of Louisville,"By William G. Johnson, Photographer - http://memory.loc.gov/cgi-bin/displayPhoto.pl?path=/pnp/habshaer/ky/ky0000/ky0080/photos&amp;topImages=070765pr.jpg&amp;topLinks=070765pv.jpg,070765pu.tif&amp;title=3.%20%20NORTH%20VIEW%20OF%20FRONT%20ELEVATION%20%3cbr%3eHABS%20KY,56-LOUVI,1-3&amp;displayProfile=0, Public Domain, https://commons.wikimedia.org/w/index.php?curid=4043878",,,James H. Dakin (1806-1852),1837,"The Old Bank of Louisville, by noted architect James H. Dakin (1806-1852)",English,,,Public Domain,"https://en.wikipedia.org/wiki/James_H._Dakin#/media/File:Bank_of_Louisville_Building,_322_West_Main_Street,_Louisville_(Jefferson_County,_Kentucky).jpg",,image,Image,,,,,,,,,,,unionist-text-0246,1834-03-13 p.02.10,,Famed building that was the permanent home of the Bank of Louisville,452,items_item,items,"/img/derivatives/iiif/images/unionist--image-0041/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0041/manifest.json,"/img/derivatives/iiif/images/unionist--image-0041/full/1140,/0/default.jpg"
unionist--image-0042,William Jackson ,https://www.newtonma.gov/home/showpublisheddocument/65268/637477796719100000,,,,,"William Jackson (1783-1855), Congressman from Massachusetts, and eager supporter of reform causes",English,,,Public Domian,https://www.newtonma.gov/home/showpublisheddocument/65268/637477796719100000,,image,Image,,,,,,,,,,,unionist-text-0251,1834-03-13 p.03.15,,"William Jackson (1783-1855), Congressman from Massachusetts, and eager supporter of reform causes",453,items_item,items,"/img/derivatives/iiif/images/unionist--image-0042/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0042/manifest.json,"/img/derivatives/iiif/images/unionist--image-0042/full/1140,/0/default.jpg"
unionist--image-0043,Benjamin Watkins Leigh,https://en.wikipedia.org/wiki/Benjamin_W._Leigh,,,,1835,"Benjamin Watkins Leigh (1781-1849) was appointed to an empty Senatorial seat from Virginia in 1834. During the hysteria over Abolitionist publications in 1835, he famously said that Virginians had the right “to suppress to the utmost of our power what we deem inflammatory, dangerous, mischievous.""",English,,,Public Domain,https://en.wikipedia.org/wiki/Benjamin_W._Leigh,,,Image,,,,,,,,,,,unionist-text-0259,1834-03-13 p.03.23,,Benjamin Watkins Leigh (1781-1849),454,items_item,items,"/img/derivatives/iiif/images/unionist--image-0043/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0043/manifest.json,"/img/derivatives/iiif/images/unionist--image-0043/full/1140,/0/default.jpg"
unionist--image-0044,Daniel Lambert ,https://en.wikipedia.org/wiki/Daniel_Lambert,,,Benjamin Marshall (1768-1835),1806,"Mr. Pritchard is here compared to Daniel Lambert (1770-1809), a gargantuan man who was exhibited as a curiosity in the first decade of the nineteenth century in England. His name spawned a number of phrases that referred to large size.",English,,,Public Domain,https://en.wikipedia.org/wiki/Daniel_Lambert,,image,Image,,,,,,,,,,,unionist-text-0260,1834-03-13 p.03.24,,"Daniel Lambert (1770-1809), a gargantuan man who was exhibited as a curiosity in the first decade of the nineteenth century in England.",455,items_item,items,"/img/derivatives/iiif/images/unionist--image-0044/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0044/manifest.json,"/img/derivatives/iiif/images/unionist--image-0044/full/1140,/0/default.jpg"
unionist--image-0045,Amos A. Phelps,https://www.masshist.org/database/viewer.php?item_id=1361&img_step=1&mode=large#page1,,,,,"Amos A. Phelps (1805-1847), Abolitionist, and an endorser of the Canterbury Female Academy",English,,,Fair Use,https://www.masshist.org/database/viewer.php?item_id=1361&img_step=1&mode=large#page1,,image,Image,,,,,,,,,,,unionist-text-0269,1834-03-13 p.03.33,,Amos A. Phelps (1805-1847) ,456,items_item,items,"/img/derivatives/iiif/images/unionist--image-0045/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0045/manifest.json,"/img/derivatives/iiif/images/unionist--image-0045/full/1140,/0/default.jpg"
unionist--image-0046,Title page from Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,https://www.gutenberg.org/files/24366/24366-h/24366-h.htm,,,,1843,Title page from Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,English,,,Public Domain,https://www.gutenberg.org/files/24366/24366-h/24366-h.htm,,image,Image,,,,,,,,,,,unionist-text-0270,1834-03-13 p.03.34,,Title page from Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,457,items_item,items,"/img/derivatives/iiif/images/unionist--image-0046/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0046/manifest.json,"/img/derivatives/iiif/images/unionist--image-0046/full/1140,/0/default.jpg"
unionist--image-0047,Endorsement page with testimony of <em>The Unionist</em> for Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,https://www.gutenberg.org/files/24366/24366-h/24366-h.htm,,,,1834,Endorsement page with testimony of <em>The Unionist</em> for Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,English,,,Public Domain,https://www.gutenberg.org/files/24366/24366-h/24366-h.htm,,image,Image,,,,,,,,,,,unionist-text-0372,1834-03-13 p.03.34,,Endorsement page with testimony of <em>The Unionist</em> for Orin Fowler's <em>A Disquisition on the Evils of Using Tobacco</em>,458,items_item,items,"/img/derivatives/iiif/images/unionist--image-0047/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0047/manifest.json,"/img/derivatives/iiif/images/unionist--image-0047/full/1140,/0/default.jpg"
unionist--image-0048,The Ivimey Lectures,https://openlibrary.org/works/OL15642570W/The_utter_extinction_of_slavery_an_object_of_scripture_prophecy?edition=ia%3Autterextinctiono01ivim,,,,1832,Title page of the Ivimey Lectures,English,,,Public Domain,https://openlibrary.org/works/OL15642570W/The_utter_extinction_of_slavery_an_object_of_scripture_prophecy?edition=ia%3Autterextinctiono01ivim,,image,Image,,,,,,,,,,,unionist-text-0272,1834-03-13 p.03.36,,"The title page of <em>The Ivimey Lecture</em>, one of the books for sale at P.A. Bell's bookstore.",459,items_item,items,"/img/derivatives/iiif/images/unionist--image-0048/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0048/manifest.json,"/img/derivatives/iiif/images/unionist--image-0048/full/1140,/0/default.jpg"
unionist--text-0047,"""Modern Refinement,"" Response to the Black Law",<em>The Unionist</em> 1833-08-08,<em>Nantucket Inquirer</em> (not researched),1833-08-08 p03.33,<em>Nantucket Inquirer</em>,1833-08-08,Outrage at persecution of Crandall,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,<em>Nantucket Inquirer</em>,Canterbury Female Academy; Black Law,Text,Unionist content,,1,2,"<p> <em>Modern Refinement.</em> —In the slave-holding States it has ever been contrary to law to bestow the advantages of education on a negro. For this regulation there is some show of plausible reasoning. We were not aware, however, that in the very heart of New-England there existed any such prohibition, until we saw it stated in the public prints, that a lady who had been engaged in keeping a school for blacks in Connecticut, had been arrested and thrown intro prison. She is placed in the same cell which has been occupied by a convicted murderer! There is something quite romantic in all this—inasmuch as it savors of the notions held in olden times—for instance, the chivalric days of the Sixth Harry: </p> <p> <em>Cade.</em> Thou hast most notoriously corrupted the youth of the realm, in erecting a grammar school. It will be proved to thy face that thou hast those about thee, that usually talk of a noun and a verb, and such abominable words as no christian can endure to hear.” <em>Nantucket Inquirer</em> </p> ",,"Support for Crandall from Nantucket shows how far the news could travel in maritime circles. The quote of Jack Cade is from Shakespeare's <em>Henry VI, Part II</em>, Act 4, Scene 7.",Prudence Crandall; Oliver Watkins (inferred),Yes,,unionist--image-0344,,,,,46,items_item,items,,,
unionist--image-0049,Threshing Machine,Unknown author (Dictionnaire d'arts industriels) - cropped image from 1881 Dictionnaire d'arts industriels,,,,1881,Drawing of a horse-powered thresher from a French dictionary (published in 1881),English,,,Public Domain,https://en.wikipedia.org/wiki/Swing_Riots,,image,Image,,,,,,,,,,,unionist-text-0292,1834-03-13 p.04.56,,Drawing of a horse-powered thresher from an 1881 French dictionary,460,items_item,items,"/img/derivatives/iiif/images/unionist--image-0049/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0049/manifest.json,"/img/derivatives/iiif/images/unionist--image-0049/full/1140,/0/default.jpg"
unionist--image-0050,William Wirt,James Barton Longacre (1794-1869) - engraver. - This image is available from the United States Library of Congress's Prints and Photographs division under the digital ID cph.3b37500. This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.,,,"James Barton Longacre, engraver (1794-1869)",,"Engraving of William Wirt, Attorney General of the United States",English,,,Public Domain,https://en.wikipedia.org/wiki/William_Wirt_(Attorney_General)#/media/File:Attorney_General_William_Wirt.jpg,,image,Image,,,,,,,,,,,unionist--text-0304,1834-04-10 p.01.04,,William Wirt (1772-1834),461,items_item,items,"/img/derivatives/iiif/images/unionist--image-0050/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0050/manifest.json,"/img/derivatives/iiif/images/unionist--image-0050/full/1140,/0/default.jpg"
unionist--image-0051,Peter the Great (1672-1725),https://en.wikipedia.org/wiki/Peter_the_Great#/media/File:Peter_I_by_Carel_de_Moor.jpeg,,,Carel de Moor (1655-1738),1717,Peter I,English,,,Public Domain,https://en.wikipedia.org/wiki/Peter_the_Great#/media/File:Peter_I_by_Carel_de_Moor.jpeg,,image,Image,,,,,,,,,,,unionist-text-0305,1834-04-10 p.01.05,,Peter the Great (1672-1725),462,items_item,items,"/img/derivatives/iiif/images/unionist--image-0051/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0051/manifest.json,"/img/derivatives/iiif/images/unionist--image-0051/full/1140,/0/default.jpg"
unionist--image-0052,George Benson Sr. Gravestone,,,,Beth Hurd,2023,Gravestone of George Benson Sr. (1752-1836),English,,,unsure,https://www.ancestry.com/mediaui-viewer/collection/1030/tree/9618201/person/192418388400/media/d3ec20ab-0f96-461e-97aa-a476b0918557?_phsrc=ZOy738&_phstart=successSource,,image,Image,,,,,,,,,,,unionist-text-0316,1834-04-10 p.02.16,,"George Benson, Sr. (1752-1836) was one of the leading radical thinkers in Windham county at the time of the Canterbury Female Academy.",463,items_item,items,"/img/derivatives/iiif/images/unionist--image-0052/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0052/manifest.json,"/img/derivatives/iiif/images/unionist--image-0052/full/1140,/0/default.jpg"
unionist--image-0053,Avery's Rotary Engine,"Scientific American, 1894-03-17 p.175",,,,1894,"A schematic drawing of William Avery's most important invention, his rotary engine",English,,,unsure,Scientific American,,image,Image,,,,,,,,,,,unionist-text-0321,1834-04-10 p.03.21,,Avery's Rotary Engine,464,items_item,items,"/img/derivatives/iiif/images/unionist--image-0053/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0053/manifest.json,"/img/derivatives/iiif/images/unionist--image-0053/full/1140,/0/default.jpg"
unionist--image-0054,"Isaac McKim, by Rembrandt Peale","By Rembrandt Peale - Find a Grave, Public Domain, https://commons.wikimedia.org/w/index.php?curid=23184516",https://en.wikipedia.org/wiki/Isaac_McKim#/media/File:IsaacMcKim.jpg,,Rembrandt Peale (1778-1860),1833,A portrait from the 1830s of Isaac McKim,English,,,Public Domain,https://en.wikipedia.org/wiki/Isaac_McKim#/media/File:IsaacMcKim.jpg,,image,Image,,,,,,,,,,,unionist-text-0329,1834-04-10 p.03.29,,Isaac McKim (1775-1838),465,items_item,items,"/img/derivatives/iiif/images/unionist--image-0054/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0054/manifest.json,"/img/derivatives/iiif/images/unionist--image-0054/full/1140,/0/default.jpg"
unionist--image-0055,White Mulberry Tree,https://www.inaturalist.org/photos/206030733,,,tonyg1022,2022,"A white mulberry tree (Morus alba) in Windsor Locks, Connecticut, June 14, 2022",English,,,cc by-nc 4.0,https://www.inaturalist.org/photos/206030733,,image,Image,,,,,,,,,,,unionist-text-0350,1834-04-10 p.03.50,,"A white mulberry tree (Morus alba) in Windsor Locks, Connecticut, June 14, 2022",466,items_item,items,"/img/derivatives/iiif/images/unionist--image-0055/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0055/manifest.json,"/img/derivatives/iiif/images/unionist--image-0055/full/1140,/0/default.jpg"
